City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Sept-Iles,CA,50.2001,-66.3821,49.05,90,84,3.78,broken clouds
347,Rio Gallegos,AR,-51.6226,-69.2181,43.72,65,43,8.14,scattered clouds
348,Tres Arroyos,AR,-38.3739,-60.2798,56.97,79,92,9.82,overcast clouds
349,Massagno,CH,46.0156,8.9453,49.91,84,0,2.3,clear sky
350,Lingao,CN,19.9103,109.6859,79.3,89,100,10.36,light rain
351,Nam Dinh,VN,20.4167,106.1667,75.54,93,100,3.51,moderate rain
352,Tucuman,AR,-26.8241,-65.2226,65.71,66,0,1.9,clear sky
353,Trinidad,BO,-14.8333,-64.9,89.87,39,83,4.94,broken clouds
354,Edson,CA,53.5835,-116.4356,39.31,65,75,17.27,broken clouds
355,Dawson Creek,CA,55.7666,-120.2362,42.44,61,75,11.5,broken clouds
356,Antofagasta,CL,-23.65,-70.4,67.21,62,10,4.59,clear sky
357,Tiznit,MA,29.5833,-9.5,69.93,49,100,0.67,overcast clouds
358,Bougouni,ML,11.417,-7.479,78.15,77,96,5.39,overcast clouds
359,Xuddur,SO,4.1213,43.8894,72.93,80,86,13.78,overcast clouds
360,Bischheim,FR,48.6163,7.7552,46.87,93,10,0.0,clear sky
361,Iquique,CL,-20.2208,-70.1431,62.35,77,29,5.28,scattered clouds
362,Opuwo,NA,-18.0607,13.84,74.48,17,0,2.33,clear sky
363,Turukhansk,RU,65.8167,87.9833,25.88,75,100,11.32,overcast clouds
364,Matongo,TZ,-2.3833,34.0833,71.49,60,53,3.42,broken clouds
365,Megion,RU,61.0296,76.1136,26.62,73,12,7.67,few clouds
366,Sadri,IN,25.1833,73.4333,78.03,62,7,4.68,clear sky
367,Cockburn Town,TC,21.4612,-71.1419,82.83,70,62,18.14,broken clouds
368,Ancud,CL,-41.8697,-73.8203,50.43,88,100,6.26,overcast clouds
369,Sorong,ID,-0.8833,131.25,80.24,81,100,7.4,overcast clouds
370,Agirish,RU,61.9247,63.0231,28.0,59,56,5.86,broken clouds
371,Mopipi,BW,-21.1833,24.8833,62.67,65,0,20.8,clear sky
372,Nuuk,GL,64.1835,-51.7216,38.88,69,100,8.99,overcast clouds
373,Port Lincoln,AU,-34.7333,135.8667,55.47,51,5,12.64,clear sky
374,Flinders,AU,-34.5833,150.8552,60.06,73,100,5.01,overcast clouds
375,Vanavara,RU,60.34,102.2797,26.13,89,74,9.46,broken clouds
376,Ormara,PK,25.2088,64.6357,83.17,28,0,15.08,clear sky
377,Umm Lajj,SA,25.0213,37.2685,86.74,49,0,5.95,clear sky
378,Otavi,NA,-19.65,17.3333,72.19,9,0,13.33,clear sky
379,Lerwick,GB,60.1545,-1.1494,46.4,77,33,23.17,scattered clouds
380,Ixtapa,MX,20.7,-105.2,80.67,92,100,1.48,overcast clouds
381,Aguimes,ES,27.9054,-15.4461,70.43,70,40,14.97,scattered clouds
382,Nanakuli,US,21.3906,-158.1547,83.98,67,5,22.1,clear sky
383,Aranos,NA,-24.1333,19.1167,61.79,17,0,8.93,clear sky
384,Galveston,US,29.3669,-94.9669,84.31,77,1,20.71,clear sky
385,Rawson,AR,-43.3002,-65.1023,61.97,52,18,5.68,few clouds
386,Babu,CN,24.4167,111.5167,63.19,86,100,9.33,overcast clouds
387,Manokwari,ID,-0.8667,134.0833,83.86,66,96,3.6,overcast clouds
388,Chemal,RU,51.4111,86.005,41.49,72,100,4.34,overcast clouds
389,Ejido,VE,8.5514,-71.2375,69.21,95,98,3.11,overcast clouds
390,Caluquembe,AO,-13.7833,14.6833,70.92,51,86,3.31,overcast clouds
391,Lastoursville,GA,-0.8143,12.7287,71.28,99,97,1.86,overcast clouds
392,Ulaanbaatar,MN,47.9077,106.8832,15.93,92,0,0.0,clear sky
393,Vulcan,RO,45.3833,23.2667,41.43,54,95,3.27,overcast clouds
394,Yashalta,RU,46.3395,42.2762,48.2,64,10,12.93,clear sky
395,Edd,ER,13.9297,41.6925,87.64,66,100,3.8,overcast clouds
396,Kanniyakumari,IN,8.0833,77.5667,79.57,84,95,16.35,overcast clouds
397,Kurilsk,RU,45.2333,147.8833,54.03,92,100,23.8,overcast clouds
398,Muros,ES,42.7762,-9.0603,64.24,72,2,9.64,clear sky
399,Pitimbu,BR,-7.4706,-34.8086,77.77,79,51,9.95,broken clouds
400,Pierre,US,44.3683,-100.351,65.86,56,58,5.99,broken clouds
401,Itoman,JP,26.1247,127.6694,84.22,84,75,19.57,moderate rain
402,Jalu,LY,29.0331,21.5482,75.36,32,0,6.89,clear sky
403,Vila Velha,BR,-20.3297,-40.2925,61.95,92,100,9.62,overcast clouds
404,Sobolevo,RU,54.4299,31.8996,36.9,77,94,4.21,overcast clouds
405,Tessalit,ML,20.1986,1.0114,83.55,11,90,7.81,overcast clouds
406,Mujiayingzi,CN,42.1167,118.7833,43.23,43,0,5.88,clear sky
407,Paita,PE,-5.0892,-81.1144,64.99,87,39,15.48,scattered clouds
408,Atar,MR,20.5169,-13.0499,84.81,20,1,4.25,clear sky
409,Almaznyy,RU,48.0448,40.045,48.34,66,8,7.72,clear sky
410,Gorontalo,ID,0.5412,123.0595,84.42,71,92,2.62,overcast clouds
411,Sadsadan,PH,16.9333,120.8667,62.64,99,100,4.83,moderate rain
412,Lavrentiya,RU,65.5833,-171.0,30.67,79,54,3.47,broken clouds
413,Bubaque,GW,11.2833,-15.8333,82.42,78,84,8.08,broken clouds
414,Jackson,US,42.4165,-122.8345,58.78,53,91,3.0,overcast clouds
415,Anadyr,RU,64.75,177.4833,23.5,92,75,5.99,broken clouds
416,Moree,AU,-29.4667,149.85,66.22,77,90,9.22,overcast clouds
417,Ahipara,NZ,-35.1667,173.1667,61.18,60,91,9.84,overcast clouds
418,Verkhnevilyuysk,RU,63.4453,120.3167,31.21,87,99,13.33,light snow
419,Zhanaozen,KZ,43.3,52.8,49.26,37,92,7.07,overcast clouds
420,Isangel,VU,-19.55,169.2667,78.49,61,3,9.73,clear sky
421,Emerald,AU,-23.5333,148.1667,81.34,47,18,7.52,few clouds
422,Bende,NG,5.5572,7.6368,71.73,98,96,2.51,overcast clouds
423,Russell,US,32.3502,-85.1999,75.79,90,2,4.29,clear sky
424,Mildura,AU,-34.2,142.15,57.07,51,0,10.94,clear sky
425,Atlantic City,US,39.3643,-74.4229,68.0,85,100,25.17,overcast clouds
426,Aquiraz,BR,-3.9014,-38.3911,84.22,62,9,12.77,clear sky
427,Tutin,RS,42.9903,20.3314,45.64,99,100,4.41,overcast clouds
428,Kupang,ID,-10.1667,123.5833,83.5,60,79,3.69,broken clouds
429,Ocos,GT,14.5094,-92.1933,85.73,77,100,8.68,overcast clouds
430,Port Hardy,CA,50.6996,-127.4199,49.5,76,89,8.95,light rain
431,Broome,US,42.2506,-75.833,64.2,77,75,1.01,broken clouds
432,Teguise,ES,29.0605,-13.564,70.02,64,75,10.36,broken clouds
433,Zaysan,KZ,47.4667,84.8667,44.4,50,100,8.34,moderate rain
434,Butembo,CD,0.15,29.2833,58.86,95,100,2.66,overcast clouds
435,Zambezi,ZM,-13.5432,23.1047,73.96,30,36,5.14,scattered clouds
436,Tigil,RU,57.8,158.6667,39.81,59,66,14.2,broken clouds
437,Kamaishi,JP,39.2667,141.8833,72.97,78,72,13.15,broken clouds
438,Karratha,AU,-20.7377,116.8463,78.89,30,6,21.59,clear sky
439,Ouesso,CG,1.6136,16.0517,70.27,99,99,0.04,overcast clouds
440,Honningsvag,NO,70.9821,25.9704,46.08,85,100,9.66,overcast clouds
441,Lagoa,PT,39.05,-27.9833,70.39,89,100,21.79,overcast clouds
442,Luanda,AO,-8.8368,13.2343,73.24,81,52,7.27,broken clouds
443,Finschhafen,PG,-6.6024,147.8681,78.71,88,100,9.6,overcast clouds
444,Najran,SA,17.4924,44.1277,70.18,30,26,4.38,scattered clouds
445,Portobelo,PA,9.55,-79.65,78.62,86,99,6.29,overcast clouds
446,Bathsheba,BB,13.2167,-59.5167,81.81,78,100,18.1,overcast clouds
447,Bontang,ID,0.1333,117.5,81.18,80,100,6.82,overcast clouds
448,Tura,IN,25.5198,90.2201,72.55,89,4,3.87,clear sky
449,Comodoro Rivadavia,AR,-45.8667,-67.5,66.06,30,0,24.16,clear sky
450,Sembakung,ID,3.8167,117.25,82.33,93,100,2.91,heavy intensity rain
451,Soubre,CI,5.7856,-6.6083,72.75,100,100,1.39,overcast clouds
452,Orahovac,XK,42.3994,20.6547,54.91,94,100,2.59,light rain
453,Gravdal,NO,68.1214,13.5031,49.01,76,100,2.37,overcast clouds
454,Makinsk,KZ,52.6292,70.4169,26.13,80,88,7.29,overcast clouds
455,Launceston,AU,-41.45,147.1667,55.62,52,3,5.01,clear sky
456,Shwebo,MM,22.5667,95.7,77.49,91,26,3.89,scattered clouds
457,Aksha,RU,50.2814,113.2867,37.13,59,2,1.81,clear sky
458,Mehamn,NO,71.0357,27.8492,44.69,87,100,5.46,overcast clouds
459,Bure,ET,10.7,37.0667,55.33,96,60,3.24,broken clouds
460,Laguna,US,38.421,-121.4238,82.49,29,1,1.99,clear sky
461,Petatlan,MX,17.5167,-101.2667,87.6,88,17,4.9,few clouds
462,Chicama,PE,-7.8447,-79.1469,66.27,83,35,7.4,scattered clouds
463,San Antonio,US,29.4241,-98.4936,91.09,65,1,1.01,clear sky
464,Pacific Grove,US,36.6177,-121.9166,81.0,78,2,3.0,clear sky
465,Kongolo,CD,-5.3833,27.0,70.84,88,78,2.71,broken clouds
466,Grand Gaube,MU,-20.0064,57.6608,72.37,92,99,3.0,moderate rain
467,Sabang,ID,5.8933,95.3214,82.24,78,67,23.44,light rain
468,Coari,BR,-4.085,-63.1414,82.71,61,76,2.24,broken clouds
469,Cabinda,AO,-5.55,12.2,75.87,82,77,8.61,broken clouds
470,Znamenskoye,RU,57.1281,73.8282,26.8,74,3,2.64,clear sky
471,San Cristobal,VE,7.7669,-72.225,68.43,99,93,1.16,overcast clouds
472,Dourados,BR,-22.2211,-54.8056,64.53,97,98,7.67,overcast clouds
473,Salo,IT,45.6086,10.531,51.3,75,5,0.69,clear sky
474,Bonavista,CA,48.6499,-53.1147,43.12,75,58,25.34,broken clouds
475,Parana,AR,-31.732,-60.5238,64.45,86,84,3.69,broken clouds
476,Usman,RU,52.0466,39.7288,30.24,63,0,3.47,clear sky
477,Voi,KE,-3.3945,38.563,69.51,86,38,7.54,scattered clouds
478,Kokkola,FI,63.8385,23.1307,52.93,89,90,8.99,overcast clouds
479,Karksi-Nuia,EE,58.1033,25.5628,44.47,77,19,7.31,few clouds
480,Maceio,BR,-9.6658,-35.7353,77.77,77,100,11.41,overcast clouds
481,Guna,IN,24.65,77.3167,73.81,54,13,1.39,few clouds
482,Palmer,US,42.1584,-72.3287,61.63,76,90,1.01,overcast clouds
483,Tevaitoa,PF,-16.7833,-151.5,79.39,75,32,12.71,light rain
484,Rocha,UY,-34.4833,-54.3333,58.41,81,100,11.01,overcast clouds
485,Nome,US,64.5011,-165.4064,40.15,66,60,5.97,broken clouds
486,Pyapon,MM,16.2833,95.6833,77.09,95,100,4.52,overcast clouds
487,Srednekolymsk,RU,67.45,153.6833,19.76,76,29,2.91,scattered clouds
488,Nampula,MZ,-15.1165,39.2666,68.41,90,3,1.99,clear sky
489,Tsabong,BW,-26.0217,22.401,63.43,16,1,11.36,clear sky
490,Baruun-Urt,MN,46.6806,113.2792,35.87,45,0,10.47,clear sky
491,Wilhelmshaven,DE,53.5167,8.1333,53.82,81,100,9.93,overcast clouds
492,Sibu,MY,2.3,111.8167,80.02,89,95,1.21,overcast clouds
493,Elizabeth City,US,36.2946,-76.2511,72.01,94,90,14.97,overcast clouds
494,Angoche,MZ,-16.2325,39.9086,74.8,88,12,3.22,few clouds
495,Toowoomba,AU,-27.55,151.9667,76.24,55,89,5.01,overcast clouds
496,Labrea,BR,-7.2586,-64.7981,82.08,56,43,2.06,scattered clouds
497,Salaberry-De-Valleyfield,CA,45.2501,-74.1325,63.7,76,83,3.44,broken clouds
498,Saint-Francois,FR,46.4154,3.9054,39.67,99,90,1.14,fog
499,Lichinga,MZ,-13.3128,35.2406,66.29,59,0,16.11,clear sky
500,Biak,ID,-0.9131,122.8766,78.4,81,100,6.49,moderate rain
501,Nemuro,JP,43.3236,145.575,59.43,92,100,15.12,light rain
502,Davydivka,UA,48.121,25.5646,35.42,46,47,4.74,scattered clouds
503,Macomb,US,40.4592,-90.6718,77.76,69,90,6.91,overcast clouds
504,Bulaevo,KZ,54.9056,70.4439,29.73,80,90,6.53,overcast clouds
505,Sinnamary,GF,5.3833,-52.95,79.86,87,81,11.65,broken clouds
506,Pangai,TO,-19.8,-174.35,72.88,84,100,4.25,heavy intensity rain
507,Rancho Palos Verdes,US,33.7445,-118.387,84.67,68,1,5.99,clear sky
508,Rayevskiy,RU,54.0658,54.9468,42.71,86,95,3.69,overcast clouds
509,Qinhuangdao,CN,39.9317,119.5883,54.93,49,27,6.89,scattered clouds
510,Wajir,KE,1.7471,40.0573,77.16,65,24,14.25,few clouds
511,Prince George,CA,53.9166,-122.753,42.24,65,90,20.71,overcast clouds
512,Darhan,MN,49.4867,105.9228,37.04,56,4,4.79,clear sky
513,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.99,100,90,22.37,shower sleet
514,Diego De Almagro,CL,-26.3667,-70.05,63.97,17,3,2.13,clear sky
515,Searcy,US,35.2506,-91.7363,82.11,59,0,11.99,clear sky
516,Montrose,US,38.4166,-108.2673,47.44,42,8,6.93,clear sky
517,Urubicha,BO,-15.3833,-62.95,92.43,32,92,4.54,overcast clouds
518,Sydney,AU,-33.8679,151.2073,54.63,93,100,1.01,overcast clouds
519,Tutoia,BR,-2.7619,-42.2744,80.24,78,37,14.58,scattered clouds
520,Santa Maria,BR,-29.6842,-53.8069,70.9,78,40,11.5,scattered clouds
521,Sur,OM,22.5667,59.5289,81.41,56,0,5.97,clear sky
522,Baoro,CF,5.6667,15.9667,65.89,97,99,2.53,overcast clouds
523,Coruripe,BR,-10.1256,-36.1756,76.06,79,88,11.43,overcast clouds
524,Ust-Omchug,RU,61.15,149.6333,15.8,75,23,2.3,few clouds
525,Altay,CN,47.8667,88.1167,38.21,47,95,4.38,overcast clouds
526,Pretoria,ZA,-25.7449,28.1878,59.2,50,0,9.22,clear sky
527,Ierapetra,GR,35.01,25.7353,72.45,80,0,1.54,clear sky
528,Bohicon,BJ,7.1783,2.0667,73.98,96,95,5.37,overcast clouds
529,Wageningen,NL,51.9667,5.6667,56.08,95,90,3.44,overcast clouds
530,Taiobeiras,BR,-15.8078,-42.2331,70.29,73,94,7.9,overcast clouds
531,Kedrovyy,RU,56.1667,91.8167,34.21,99,100,2.26,overcast clouds
532,Arman,RU,59.7,150.1667,33.64,46,1,8.01,clear sky
533,Magdagachi,RU,53.45,125.8,37.72,68,14,5.37,few clouds
534,Nanortalik,GL,60.1432,-45.2371,36.41,64,3,1.72,clear sky
535,Ulladulla,AU,-35.35,150.4667,59.88,56,100,11.81,overcast clouds
536,Waddan,LY,29.1614,16.139,72.01,52,0,11.32,clear sky
537,La Ronge,CA,55.1001,-105.2842,49.44,57,100,6.04,overcast clouds
538,Kavieng,PG,-2.5744,150.7967,84.13,69,54,6.33,broken clouds
539,Baykit,RU,61.67,96.37,21.11,84,50,6.31,scattered clouds
540,Malayal,PH,7.208,121.942,81.59,82,97,11.63,light rain
541,Yar-Sale,RU,66.8333,70.8333,26.78,82,53,7.14,broken clouds
542,Bara,NG,10.3744,10.7288,74.95,84,96,7.61,overcast clouds
543,Doha,QA,25.2867,51.5333,84.18,54,0,3.44,clear sky
544,Khandagayty,RU,50.7333,92.05,31.75,68,81,4.09,broken clouds
545,Kodinsk,RU,58.6881,99.1844,28.13,93,89,7.67,overcast clouds
546,Shigony,RU,53.3875,48.6777,44.06,64,83,3.89,broken clouds
547,Neuquen,AR,-38.9516,-68.0591,73.29,43,0,1.14,clear sky
548,Bowen,AU,-20.0167,148.2333,77.92,55,8,8.97,clear sky
549,Navalmoral De La Mata,ES,39.8916,-5.5406,67.96,61,47,4.81,scattered clouds
550,Lukovetskiy,RU,64.2956,41.9211,49.98,95,100,8.97,light rain
551,Jishou,CN,28.3167,109.7167,55.31,83,100,5.17,overcast clouds
552,Jammal,TN,35.6223,10.757,65.88,68,40,8.05,scattered clouds
553,Vilhena,BR,-12.7406,-60.1458,77.54,57,26,3.98,scattered clouds
554,Amalapuram,IN,16.5833,82.0167,75.94,92,39,3.09,scattered clouds
555,Saint Anthony,US,45.0205,-93.218,63.55,68,90,8.01,overcast clouds
556,Boa Vista,BR,2.8197,-60.6733,76.3,88,86,3.67,moderate rain
557,Wenling,CN,28.3669,121.36,75.9,83,17,14.09,few clouds
558,Shenjiamen,CN,29.9576,122.298,78.39,81,1,11.95,clear sky
559,Pimampiro,EC,0.4,-77.9667,61.12,92,99,1.21,light rain
560,Uaua,BR,-9.8414,-39.4817,80.58,38,100,16.98,overcast clouds
561,Tabas,IR,33.5959,56.9244,56.35,23,0,6.06,clear sky
562,Pangoa,PE,-12.1167,-73.0,75.92,76,96,2.98,overcast clouds
563,Grand Forks,US,47.9417,-97.4337,51.78,91,90,13.8,overcast clouds
564,Ivanteyevka,RU,55.9711,37.9208,43.34,75,24,4.79,few clouds
565,Saint-Louis,SN,16.3333,-15.0,83.64,53,4,12.95,clear sky
566,Darnah,LY,32.767,22.6367,75.51,53,0,12.82,clear sky
567,Frutal,BR,-20.0247,-48.9406,69.44,92,100,5.77,overcast clouds
568,Fortuna,US,40.5982,-124.1573,62.19,67,64,4.0,broken clouds
569,Whitefish,US,48.4111,-114.3376,46.99,61,73,9.48,broken clouds
570,Juegang,CN,32.3174,121.1855,67.91,85,100,21.85,light rain
571,Ptuj,SI,46.4201,15.8702,47.32,87,90,14.97,overcast clouds
572,Noyabrsk,RU,63.1994,75.4507,26.06,74,25,9.4,scattered clouds
573,Shatura,RU,55.5725,39.5368,39.88,76,56,4.63,broken clouds
574,Undory,RU,54.6085,48.3928,46.62,79,100,6.2,overcast clouds
575,Cagliari,IT,39.245,9.0912,58.93,60,0,6.91,clear sky
576,Farafangana,MG,-22.8167,47.8333,68.94,88,21,7.43,few clouds
577,Aleksandrov Gay,RU,50.147,48.5704,45.18,50,1,3.98,clear sky
578,Qasigiannguit,GL,68.8193,-51.1922,32.25,86,100,3.74,overcast clouds
579,Olutanga,PH,7.3106,122.8464,84.09,71,69,16.31,broken clouds
580,Awjilah,LY,29.1081,21.2869,75.97,30,0,7.2,clear sky
581,Clyde River,CA,70.4692,-68.5914,32.4,77,100,3.87,overcast clouds
582,Nyurba,RU,63.2842,118.3319,30.65,85,100,12.8,light snow
583,Zhigansk,RU,66.7697,123.3711,32.5,97,100,13.33,overcast clouds
584,Picos,BR,-7.0769,-41.4669,84.29,32,68,2.75,broken clouds
585,Azle,US,32.8951,-97.5459,89.47,57,75,5.01,broken clouds
586,Itinga,BR,-16.6131,-41.7653,72.28,83,54,4.38,broken clouds
587,Jaca,ES,42.569,-0.5499,55.02,61,78,3.89,broken clouds
588,Berezovyy,RU,51.6667,135.7,43.05,82,97,2.06,overcast clouds
589,Imeni Poliny Osipenko,RU,52.4201,136.4853,42.03,74,100,14.23,overcast clouds
590,Cam Ranh,VN,11.9214,109.1591,78.76,89,40,0.0,scattered clouds
591,Maanshan,CN,31.6957,118.4983,59.92,85,100,13.02,light rain
592,Mikhaylovka,RU,50.06,43.2379,43.9,57,79,4.65,broken clouds
593,Hervey Bay,AU,-25.2986,152.8535,82.04,65,11,13.85,few clouds
594,Sisimiut,GL,66.9395,-53.6735,33.44,80,98,4.85,overcast clouds
595,Tacuarembo,UY,-31.7333,-55.9833,62.28,97,100,10.13,moderate rain
596,Seoul,KR,37.5683,126.9778,58.51,50,99,1.74,overcast clouds
597,Wukari,NG,7.85,9.7833,73.83,90,92,5.44,overcast clouds
598,Shingu,JP,33.7333,135.9833,76.35,75,4,0.92,clear sky
599,Morehead,US,37.2711,-87.1764,78.51,70,1,0.0,clear sky
600,Swellendam,ZA,-34.0226,20.4417,61.9,40,89,2.24,overcast clouds
601,Roald,NO,62.5833,6.1333,51.17,93,90,11.5,heavy intensity drizzle
602,Charters Towers,AU,-20.1,146.2667,81.34,42,0,9.17,clear sky
603,Port Macquarie,AU,-31.4333,152.9167,64.89,94,90,11.5,overcast clouds
604,Adelaide,AU,-34.9333,138.6,57.42,59,75,3.0,broken clouds
605,Hit,IQ,33.6416,42.8251,76.91,20,0,8.5,clear sky
606,Houma,US,29.5958,-90.7195,81.0,78,0,6.73,clear sky
607,Chake Chake,TZ,-5.2459,39.7666,74.44,86,54,7.67,broken clouds
608,Ozinki,RU,51.1786,49.6769,43.72,58,16,2.84,few clouds
609,Nisia Floresta,BR,-6.0911,-35.2086,76.23,78,29,9.22,scattered clouds
610,Cordoba,AR,-31.4135,-64.1811,64.6,81,43,4.03,scattered clouds
611,Aksarka,RU,66.5606,67.7975,26.06,87,15,4.07,few clouds
612,Sri Aman,MY,1.2376,111.4621,78.91,90,98,0.49,overcast clouds
613,Kendari,ID,-3.945,122.4989,78.64,84,100,3.13,overcast clouds
614,Beloha,MG,-25.1667,45.05,67.46,82,52,13.38,light rain
615,Susehri,TR,40.1644,38.0867,55.92,60,0,1.3,clear sky
616,Gujar Khan,PK,33.2558,73.3026,67.62,60,0,6.71,clear sky
617,Tigzirt,DZ,36.8886,4.1198,65.12,72,1,7.29,clear sky
618,Odweyne,SO,9.4092,45.064,75.6,58,100,8.21,overcast clouds
619,Kruszwica,PL,52.6756,18.3313,37.11,81,4,5.82,clear sky
620,Huarmey,PE,-10.0681,-78.1522,64.42,88,53,7.52,broken clouds
621,Benemerito De Las Americas,MX,16.5167,-90.6439,80.1,79,41,2.1,scattered clouds
622,Shaoguan,CN,24.8,113.5833,63.61,82,100,5.61,overcast clouds
623,Oktyabrskiy,RU,54.4815,53.471,39.4,86,99,2.82,overcast clouds
624,Tafresh,IR,34.692,50.013,44.89,52,0,4.38,clear sky
625,Fiche,ET,9.8,38.7333,48.0,87,63,2.33,broken clouds
626,Taybad,IR,34.74,60.7756,43.77,32,0,11.7,clear sky
627,Nago,JP,26.5881,127.9761,84.36,84,93,20.74,overcast clouds
628,Natal,BR,-5.795,-35.2094,81.25,78,20,6.91,few clouds
629,Barcelos,PT,41.5388,-8.6151,68.85,47,73,7.16,broken clouds
630,Ketchikan,US,55.3422,-131.6461,48.67,87,90,9.22,light rain
631,Adrar,MR,20.5022,-10.0711,85.53,13,91,4.81,overcast clouds
632,Richmond,US,37.5538,-77.4603,70.66,89,75,7.0,broken clouds
633,Constantine,DZ,36.365,6.6147,54.3,87,0,1.28,clear sky
634,Coswig,DE,51.1333,13.5833,42.66,81,0,5.75,clear sky
635,Fort Frances,CA,48.5999,-93.4003,56.16,67,75,5.75,broken clouds
636,Kalmar,SE,56.6616,16.3616,51.96,84,96,6.91,overcast clouds
637,Serebryanyy Bor,RU,56.8,124.8,29.73,70,41,9.35,scattered clouds
638,Alyangula,AU,-13.8483,136.4192,83.71,66,87,11.92,overcast clouds
639,Tsogni,GA,-2.7942,10.0988,74.62,86,100,2.73,overcast clouds
640,Kungur,RU,57.4368,56.9593,36.95,91,96,5.21,overcast clouds
641,Kota Belud,MY,6.351,116.4305,82.26,65,99,6.24,light rain
642,Senanga,ZM,-16.1167,23.2667,74.32,19,50,7.27,scattered clouds
643,Khurba,RU,50.4072,136.8819,46.18,70,99,9.1,light rain
644,Weihai,CN,37.5017,122.1136,62.85,42,44,19.57,scattered clouds
645,Whitehorse,CA,60.7161,-135.0538,44.02,60,59,1.99,broken clouds
646,Ayagoz,KZ,47.9714,80.4392,37.76,96,100,12.95,light rain
647,Diffa,NE,13.3154,12.6113,86.54,16,85,6.89,overcast clouds
648,Suntar,RU,62.1444,117.6319,33.31,72,100,13.71,overcast clouds
649,Coxim,BR,-18.5067,-54.76,71.73,88,86,15.9,overcast clouds
650,Olga,RU,43.7444,135.2892,53.78,53,66,14.14,broken clouds
651,Weiden,DE,49.6775,12.1567,40.14,89,1,0.0,clear sky
652,Mae Sai,TH,20.4335,99.8762,73.44,98,100,1.57,overcast clouds
653,Upata,VE,8.0086,-62.3989,81.19,76,87,4.34,overcast clouds
654,Brighton,GB,50.8284,-0.1395,53.8,87,54,5.99,broken clouds
655,Kolvereid,NO,64.8655,11.6047,47.16,88,78,10.2,broken clouds
656,Maragogi,BR,-9.0122,-35.2225,76.3,82,75,8.5,broken clouds
657,Dimbokro,CI,6.6451,-4.7048,73.69,99,100,4.05,overcast clouds
658,Porto Belo,BR,-27.1578,-48.5531,69.96,83,98,13.69,overcast clouds
659,Yilan,TW,24.757,121.753,82.36,99,100,7.94,light rain
660,Pastavy,BY,55.1168,26.8326,35.55,84,8,6.73,clear sky
661,Santa Marinella,IT,42.0345,11.8536,55.53,80,8,25.08,clear sky
662,Yairipok,IN,24.6667,94.0667,66.97,96,14,0.81,few clouds
663,Kolo,PL,52.2002,18.6387,38.25,59,18,4.9,few clouds
664,Novaya Ladoga,RU,60.1025,32.3019,46.99,76,42,11.63,light rain
665,Otane,NZ,-39.8833,176.6333,64.38,45,33,1.61,scattered clouds
666,Coahuayana,MX,18.7333,-103.6833,87.28,84,95,2.68,overcast clouds
667,Eydhafushi,MV,5.1033,73.0708,83.01,76,83,18.16,broken clouds
668,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,85.96,45,99,5.06,overcast clouds
669,Oranjemund,NA,-28.55,16.4333,75.76,22,3,8.16,clear sky
670,Asau,RO,46.4333,26.4,39.76,49,47,1.99,scattered clouds
671,Gerash,IR,27.6652,54.1371,73.38,38,0,6.29,clear sky
672,Disna,BY,55.568,28.1971,35.73,86,12,6.6,few clouds
673,Scottsbluff,US,41.8666,-103.6672,65.52,28,1,5.99,clear sky
674,Obo,CF,5.3998,26.4869,69.91,96,100,3.09,overcast clouds
675,Aksay,RU,47.26,39.87,50.22,43,7,11.01,clear sky
676,Krasnokamensk,RU,50.0979,118.0369,40.41,60,0,4.25,clear sky
677,Coihaique,CL,-45.5752,-72.0662,49.95,71,75,3.44,light rain
678,Tashtyp,RU,52.7939,89.8983,40.05,70,100,3.42,overcast clouds
679,Brigantine,US,39.4101,-74.3646,68.02,89,90,11.5,overcast clouds
680,Merauke,ID,-8.4667,140.3333,81.63,69,89,9.69,overcast clouds
681,Forbes,AU,-33.3833,148.0167,60.93,44,99,7.14,overcast clouds
682,Mutsu,JP,41.2894,141.2169,61.12,85,100,11.12,overcast clouds
683,Fethiye,TR,36.6217,29.1164,64.27,44,0,6.51,clear sky
684,Santa Cruz De Tenerife,ES,28.4682,-16.2546,73.22,89,75,5.01,broken clouds
685,Shar,KZ,49.5886,81.0453,45.09,75,100,15.61,moderate rain
686,Luba,GQ,3.4568,8.5547,77.81,84,99,2.08,overcast clouds
687,Juneau,US,58.3019,-134.4197,46.45,91,75,3.44,broken clouds
688,Augusto Correa,BR,-1.0217,-46.635,80.02,76,61,6.26,broken clouds
689,Parichha,IN,25.5167,78.75,77.02,50,5,2.98,clear sky
690,Novoye Leushino,RU,56.8073,40.5144,41.95,78,58,4.92,broken clouds
691,Leua,SK,48.2156,18.6071,50.5,56,100,5.14,overcast clouds
692,Ponta Delgada,PT,37.7333,-25.6667,70.52,94,75,11.5,broken clouds
693,Leshukonskoye,RU,64.8989,45.7622,48.16,97,100,8.3,overcast clouds
694,Parangan,PH,5.0839,119.9383,84.29,77,99,10.47,overcast clouds
695,Dalianwan,CN,39.0286,121.695,55.44,62,0,2.24,clear sky
696,Blatec,MK,41.8378,22.5781,48.9,95,100,5.03,overcast clouds
697,Sanger,US,36.708,-119.556,78.8,37,20,1.99,smoke
